Colonne1;NOM;TACHE;COULEUR;TOUCHE;REPONSE;TEMPS;COTE;SIMON;TEXTE;STROOP
6;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;971;Cote_Droit;Incompatible;DROITE;Incongruent
7;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;547;Cote_Droit;Compatible;CENTRE;Neutre
8;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;469;Cote_Droit;Compatible;DROITE;Congruent
9;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;595;Cote_Droit;Incompatible;GAUCHE;Congruent
10;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;498;Centre;Neutre;GAUCHE;Congruent
11;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;485;Cote_Gauche;Incompatible;DROITE;Congruent
12;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;715;Centre;Neutre;CENTRE;Neutre
13;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;539;Cote_Droit;Incompatible;CENTRE;Neutre
14;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;850;Cote_Gauche;Incompatible;GAUCHE;Incongruent
15;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;674;Cote_Gauche;Incompatible;DROITE;Congruent
16;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;910;Centre;Neutre;DROITE;Incongruent
17;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;547;Cote_Gauche;Compatible;CENTRE;Neutre
18;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;561;Cote_Droit;Incompatible;CENTRE;Neutre
19;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;617;Centre;Neutre;CENTRE;Neutre
20;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;382;Cote_Gauche;Compatible;GAUCHE;Congruent
21;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;470;Centre;Neutre;CENTRE;Neutre
22;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;519;Centre;Neutre;CENTRE;Neutre
23;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;485;Cote_Gauche;Incompatible;GAUCHE;Incongruent
24;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;524;Cote_Gauche;Incompatible;DROITE;Congruent
25;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;566;Cote_Gauche;Incompatible;CENTRE;Neutre
26;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;491;Cote_Gauche;Compatible;DROITE;Incongruent
27;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;479;Cote_Droit;Compatible;GAUCHE;Incongruent
28;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;620;Cote_Droit;Incompatible;GAUCHE;Congruent
29;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;529;Centre;Neutre;DROITE;Congruent
30;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;444;Cote_Droit;Compatible;CENTRE;Neutre
31;sujet4;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;434;Cote_Droit;Incompatible;DROITE;Incongruent
32;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;617;Cote_Droit;Incompatible;CENTRE;Neutre
33;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;569;Cote_Droit;Incompatible;DROITE;Incongruent
34;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;472;Centre;Neutre;DROITE;Incongruent
35;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;678;Cote_Droit;Compatible;CENTRE;Neutre
36;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;598;Centre;Neutre;GAUCHE;Congruent
37;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;463;Cote_Droit;Compatible;GAUCHE;Incongruent
38;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1023;Cote_Gauche;Incompatible;DROITE;Congruent
39;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;507;Cote_Droit;Incompatible;DROITE;Incongruent
40;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;478;Centre;Neutre;DROITE;Congruent
41;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;503;Centre;Neutre;GAUCHE;Congruent
42;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;630;Cote_Gauche;Compatible;DROITE;Incongruent
43;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;495;Cote_Droit;Compatible;GAUCHE;Incongruent
44;sujet4;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;409;Cote_Droit;Incompatible;CENTRE;Neutre
45;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1051;Cote_Gauche;Incompatible;CENTRE;Neutre
46;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;796;Cote_Gauche;Compatible;GAUCHE;Congruent
47;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;539;Centre;Neutre;DROITE;Congruent
48;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;397;Centre;Neutre;DROITE;Congruent
49;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;586;Cote_Droit;Compatible;DROITE;Congruent
50;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;439;Centre;Neutre;GAUCHE;Congruent
51;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;492;Centre;Neutre;CENTRE;Neutre
52;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;573;Cote_Droit;Incompatible;GAUCHE;Congruent
53;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;529;Cote_Gauche;Compatible;CENTRE;Neutre
54;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;405;Centre;Neutre;CENTRE;Neutre
55;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;637;Centre;Neutre;GAUCHE;Incongruent
56;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;479;Centre;Neutre;DROITE;Congruent
57;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;492;Cote_Gauche;Compatible;DROITE;Incongruent
58;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;603;Cote_Gauche;Incompatible;GAUCHE;Incongruent
59;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;627;Cote_Droit;Compatible;DROITE;Congruent
60;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;763;Cote_Gauche;Incompatible;GAUCHE;Incongruent
61;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;578;Cote_Droit;Incompatible;CENTRE;Neutre
62;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;650;Centre;Neutre;CENTRE;Neutre
63;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;420;Cote_Droit;Incompatible;DROITE;Incongruent
64;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;525;Cote_Gauche;Compatible;GAUCHE;Congruent
65;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1006;Centre;Neutre;GAUCHE;Incongruent
66;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;906;Cote_Gauche;Compatible;GAUCHE;Congruent
67;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;564;Cote_Gauche;Compatible;DROITE;Incongruent
68;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;441;Centre;Neutre;GAUCHE;Incongruent
69;sujet4;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;517;Cote_Gauche;Incompatible;GAUCHE;Incongruent
70;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;798;Cote_Droit;Compatible;GAUCHE;Incongruent
71;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;597;Centre;Neutre;GAUCHE;Incongruent
72;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;795;Cote_Gauche;Compatible;CENTRE;Neutre
73;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;435;Centre;Neutre;CENTRE;Neutre
74;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;485;Cote_Droit;Compatible;DROITE;Congruent
75;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;550;Cote_Droit;Compatible;CENTRE;Neutre
76;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;453;Cote_Gauche;Compatible;GAUCHE;Congruent
77;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;418;Cote_Droit;Compatible;DROITE;Congruent
78;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;739;Cote_Droit;Compatible;CENTRE;Neutre
79;sujet4;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;594;Centre;Neutre;CENTRE;Neutre
80;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;614;Centre;Neutre;DROITE;Congruent
81;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;664;Centre;Neutre;GAUCHE;Congruent
82;sujet4;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;523;Cote_Droit;Incompatible;GAUCHE;Congruent
83;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;480;Cote_Gauche;Incompatible;CENTRE;Neutre
84;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;524;Cote_Gauche;Incompatible;CENTRE;Neutre
85;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;758;Cote_Gauche;Compatible;CENTRE;Neutre
86;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;570;Cote_Gauche;Incompatible;GAUCHE;Incongruent
87;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;997;Cote_Gauche;Compatible;GAUCHE;Congruent
88;sujet4;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;844;Centre;Neutre;DROITE;Incongruent
89;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;618;Cote_Droit;Incompatible;DROITE;Incongruent
90;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;740;Cote_Gauche;Compatible;DROITE;Incongruent
91;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;422;Cote_Gauche;Incompatible;DROITE;Congruent
92;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;817;Centre;Neutre;DROITE;Incongruent
93;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;415;Cote_Droit;Compatible;DROITE;Congruent
94;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;644;Cote_Gauche;Compatible;CENTRE;Neutre
95;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;765;Cote_Gauche;Incompatible;CENTRE;Neutre
96;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1123;Cote_Gauche;Incompatible;CENTRE;Neutre
97;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;608;Centre;Neutre;CENTRE;Neutre
98;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;746;Centre;Neutre;GAUCHE;Incongruent
99;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;429;Cote_Droit;Compatible;GAUCHE;Incongruent
100;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;857;Centre;Neutre;DROITE;Incongruent
101;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;798;Cote_Gauche;Incompatible;DROITE;Congruent
102;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;643;Cote_Droit;Incompatible;CENTRE;Neutre
103;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;414;Centre;Neutre;GAUCHE;Incongruent
104;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;487;Cote_Droit;Incompatible;GAUCHE;Congruent
105;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;496;Centre;Neutre;CENTRE;Neutre
106;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;529;Centre;Neutre;GAUCHE;Congruent
107;sujet4;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;595;Cote_Gauche;Compatible;DROITE;Incongruent
108;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;1080;Centre;Neutre;DROITE;Incongruent
1;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;454;Cote_Gauche;Compatible;CENTRE;Neutre
2;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;383;Centre;Neutre;GAUCHE;Congruent
3;sujet5;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;439;Centre;Neutre;CENTRE;Neutre
4;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;498;Cote_Droit;Incompatible;DROITE;Incongruent
5;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;422;Centre;Neutre;DROITE;Congruent
6;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;373;Centre;Neutre;GAUCHE;Congruent
7;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;474;Cote_Droit;Compatible;CENTRE;Neutre
8;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;412;Cote_Gauche;Compatible;CENTRE;Neutre
9;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;488;Centre;Neutre;CENTRE;Neutre
10;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;379;Cote_Droit;Compatible;GAUCHE;Incongruent
11;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;516;Cote_Gauche;Incompatible;DROITE;Congruent
12;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;630;Cote_Gauche;Incompatible;GAUCHE;Incongruent
13;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;438;Centre;Neutre;GAUCHE;Incongruent
14;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;371;Cote_Gauche;Incompatible;CENTRE;Neutre
15;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;386;Cote_Droit;Incompatible;GAUCHE;Congruent
16;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;441;Centre;Neutre;DROITE;Congruent
17;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;388;Centre;Neutre;GAUCHE;Incongruent
18;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;407;Centre;Neutre;CENTRE;Neutre
19;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;431;Cote_Droit;Incompatible;GAUCHE;Congruent
20;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;443;Cote_Gauche;Incompatible;CENTRE;Neutre
21;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;778;Cote_Gauche;Compatible;CENTRE;Neutre
22;sujet5;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;388;Cote_Gauche;Incompatible;DROITE;Congruent
23;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;506;Cote_Droit;Incompatible;CENTRE;Neutre
24;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;420;Centre;Neutre;DROITE;Congruent
25;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;405;Cote_Droit;Compatible;CENTRE;Neutre
26;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;427;Centre;Neutre;CENTRE;Neutre
27;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;433;Cote_Gauche;Incompatible;DROITE;Congruent
28;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;384;Centre;Neutre;DROITE;Congruent
29;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;414;Cote_Gauche;Incompatible;CENTRE;Neutre
30;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;422;Centre;Neutre;DROITE;Congruent
31;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;377;Centre;Neutre;GAUCHE;Incongruent
32;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;423;Cote_Gauche;Compatible;DROITE;Incongruent
33;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;425;Cote_Droit;Compatible;GAUCHE;Incongruent
34;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;318;Cote_Droit;Compatible;DROITE;Congruent
35;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;307;Cote_Droit;Compatible;GAUCHE;Incongruent
36;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;365;Cote_Gauche;Compatible;DROITE;Incongruent
37;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;603;Cote_Droit;Incompatible;GAUCHE;Congruent
38;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;354;Cote_Gauche;Compatible;DROITE;Incongruent
39;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;404;Cote_Droit;Compatible;CENTRE;Neutre
40;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;332;Cote_Gauche;Incompatible;CENTRE;Neutre
41;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;456;Centre;Neutre;CENTRE;Neutre
42;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;322;Cote_Gauche;Compatible;GAUCHE;Congruent
43;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;419;Cote_Gauche;Incompatible;GAUCHE;Incongruent
44;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;395;Cote_Gauche;Compatible;GAUCHE;Congruent
45;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;346;Centre;Neutre;DROITE;Incongruent
46;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;457;Cote_Gauche;Incompatible;GAUCHE;Incongruent
47;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;409;Centre;Neutre;GAUCHE;Congruent
48;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;345;Cote_Droit;Compatible;CENTRE;Neutre
49;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;385;Cote_Droit;Compatible;DROITE;Congruent
50;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;422;Cote_Droit;Incompatible;CENTRE;Neutre
51;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;441;Cote_Gauche;Incompatible;GAUCHE;Incongruent
52;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;336;Centre;Neutre;CENTRE;Neutre
53;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;372;Cote_Droit;Compatible;DROITE;Congruent
54;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;381;Cote_Gauche;Compatible;CENTRE;Neutre
55;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;547;Cote_Gauche;Incompatible;DROITE;Congruent
56;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;378;Cote_Droit;Incompatible;DROITE;Incongruent
57;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;342;Centre;Neutre;DROITE;Incongruent
58;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;444;Centre;Neutre;DROITE;Congruent
59;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;447;Cote_Droit;Incompatible;CENTRE;Neutre
60;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;388;Centre;Neutre;DROITE;Incongruent
61;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;360;Centre;Neutre;DROITE;Incongruent
62;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;398;Centre;Neutre;DROITE;Incongruent
63;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;428;Cote_Droit;Compatible;CENTRE;Neutre
64;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;367;Cote_Droit;Compatible;DROITE;Congruent
65;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;304;Cote_Droit;Compatible;GAUCHE;Incongruent
66;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;403;Centre;Neutre;CENTRE;Neutre
67;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;383;Cote_Gauche;Compatible;GAUCHE;Congruent
68;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;382;Cote_Droit;Compatible;DROITE;Congruent
69;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;327;Cote_Gauche;Incompatible;CENTRE;Neutre
70;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;413;Centre;Neutre;DROITE;Incongruent
71;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;361;Cote_Droit;Incompatible;GAUCHE;Congruent
72;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;342;Cote_Gauche;Compatible;DROITE;Incongruent
73;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;377;Cote_Droit;Incompatible;DROITE;Incongruent
74;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;335;Cote_Droit;Incompatible;CENTRE;Neutre
75;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;408;Cote_Gauche;Incompatible;DROITE;Congruent
76;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;445;Cote_Droit;Incompatible;CENTRE;Neutre
77;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;364;Cote_Droit;Incompatible;CENTRE;Neutre
78;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;408;Cote_Droit;Compatible;GAUCHE;Incongruent
79;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;391;Centre;Neutre;GAUCHE;Congruent
80;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;380;Cote_Gauche;Incompatible;GAUCHE;Incongruent
81;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;316;Centre;Neutre;GAUCHE;Incongruent
82;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;328;Centre;Neutre;CENTRE;Neutre
83;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;382;Cote_Droit;Incompatible;DROITE;Incongruent
84;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;396;Centre;Neutre;GAUCHE;Incongruent
85;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;537;Centre;Neutre;CENTRE;Neutre
86;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;338;Cote_Gauche;Compatible;GAUCHE;Congruent
87;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;361;Centre;Neutre;GAUCHE;Incongruent
88;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;391;Centre;Neutre;GAUCHE;Congruent
89;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;470;Cote_Droit;Incompatible;DROITE;Incongruent
90;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;366;Cote_Gauche;Compatible;CENTRE;Neutre
91;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;463;Cote_Droit;Incompatible;DROITE;Incongruent
92;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;319;Cote_Gauche;Compatible;DROITE;Incongruent
93;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;439;Cote_Gauche;Incompatible;CENTRE;Neutre
94;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;311;Cote_Droit;Compatible;GAUCHE;Incongruent
95;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;350;Cote_Droit;Compatible;CENTRE;Neutre
96;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;356;Centre;Neutre;CENTRE;Neutre
97;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;404;Cote_Droit;Compatible;DROITE;Congruent
98;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;338;Cote_Gauche;Compatible;GAUCHE;Congruent
99;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;354;Centre;Neutre;CENTRE;Neutre
100;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;373;Cote_Gauche;Compatible;DROITE;Incongruent
101;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;464;Cote_Droit;Incompatible;GAUCHE;Congruent
102;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;390;Centre;Neutre;CENTRE;Neutre
103;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;475;Cote_Gauche;Incompatible;DROITE;Congruent
104;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;406;Cote_Droit;Incompatible;GAUCHE;Congruent
105;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;359;Cote_Gauche;Compatible;GAUCHE;Congruent
106;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;319;Centre;Neutre;GAUCHE;Congruent
107;sujet5;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;331;Cote_Gauche;Compatible;CENTRE;Neutre
108;sujet5;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;483;Cote_Gauche;Incompatible;GAUCHE;Incongruent
1;sujet6;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;671;Cote_Droit;Incompatible;GAUCHE;Congruent
2;sujet6;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;558;Cote_Gauche;Compatible;DROITE;Incongruent
3;sujet6;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;408;Cote_Gauche;Compatible;GAUCHE;Congruent
4;sujet6;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;677;Cote_Droit;Compatible;CENTRE;Neutre
5;sujet6;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;823;Centre;Neutre;CENTRE;Neutre
6;sujet6;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;426;Centre;Neutre;CENTRE;Neutre
7;sujet6;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;514;Cote_Gauche;Incompatible;CENTRE;Neutre
8;sujet6;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;461;Centre;Neutre;GAUCHE;Incongruent
